CUSTKEY,NAME,ADDRESS,NATIONKEY,PHONE,ACCTBAL,MKTSEGMENT,COMMENT,ORDERKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,REVENUE1,REVENUE2,REGIONKEY,REGION_NAME,REGION_COMMENT
811,Customer#000000811,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,15,25-575-731-2159,9010.02,BUILDING,kly pending foxes dazzle fluffily after the furiously bold packages. fluffy,352804,O,111295.46,817430400.0,3-MEDIUM,Clerk#000000120,0,155914,945,3,24,47277.84,0.0,0.02,N,O,822009600.0,820281600.0,823824000.0,TAKE BACK RETURN,SHIP,0.0,47277.84,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
7639,Customer#000007639,"oE oPO5I,wukcqUM4jpd3T6wJDPAIM4nuCW",15,25-338-633-5225,-544.01,BUILDING,furiously unusual platelets along the quickly ironic fo,188388,O,75502.01,813369600.0,3-MEDIUM,Clerk#000000165,0,65932,945,1,25,47448.25,0.04,0.0,N,O,817603200.0,820713600.0,818899200.0,COLLECT COD,MAIL,1897.93,45550.32,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
4222,Customer#000004222,"R1MO8HqpgiGSG2gxnAeMwU,RHfrk6vE",15,25-382-858-7986,8593.68,MACHINERY,ly final dependencies. slyly daring packages run quickly along the quickly exp,58343,F,160002.17,758160000.0,4-NOT SPECIFIED,Clerk#000000333,0,195216,255,3,29,38025.09,0.09,0.05,A,F,762480000.0,762825600.0,763257600.0,DELIVER IN PERSON,SHIP,3422.2581,34602.8319,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
14282,Customer#000014282,Y0eKnhYo9MUs0UowHxAyabHOHJ7AlVrQ,15,25-171-902-2413,1709.14,HOUSEHOLD,"ter the carefully ironic deposits. furiously even requests cajole. ruthless, express d",15619,O,319046.45,804384000.0,5-LOW,Clerk#000000088,0,165222,255,4,37,47627.14,0.09,0.05,N,O,807926400.0,807408000.0,808272000.0,COLLECT COD,AIR,4286.442599999999,43340.697400000005,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
3706,Customer#000003706,"XiSHytedIOt8eH F,",15,25-941-672-6860,2754.88,AUTOMOBILE,"egular, regular deposits! quickly even pinto beans wa",468839,F,124793.43,761443200.0,4-NOT SPECIFIED,Clerk#000000948,0,7587,88,1,43,64266.94,0.07,0.0,A,F,762480000.0,769046400.0,763603200.0,NONE,MAIL,4498.6858,59768.2542,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
5786,Customer#000005786,1e3Fdl1kOtEGCee,15,25-512-438-5254,7840.1,HOUSEHOLD, packages haggle quickly according to the carefully ironic ,392903,F,176619.13,694483200.0,3-MEDIUM,Clerk#000000465,0,30435,436,1,23,31404.89,0.08,0.0,R,F,698457600.0,699408000.0,700876800.0,DELIVER IN PERSON,TRUCK,2512.3912,28892.4988,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
11236,Customer#000011236,e1h36m9jF3DPT9pox0EOicX7mLMU,15,25-590-754-7545,9307.93,BUILDING,kages are blithely. slyly final decoys nag fluffily slyly ironic t,323526,F,161218.68,752284800.0,1-URGENT,Clerk#000000463,0,198110,630,2,11,13289.21,0.01,0.07,R,F,759456000.0,760060800.0,761184000.0,DELIVER IN PERSON,MAIL,132.8921,13156.317899999998,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
2105,Customer#000002105,lV6ZmDcZ8gcVz5 3H4pLPCau8MmrSEtLRLqi,15,25-210-531-1157,3698.85,BUILDING,xpress theodolites use according to the furiously unusual escapades. pa,19776,O,158243.33,830736000.0,1-URGENT,Clerk#000000647,0,43106,619,1,20,20982.0,0.01,0.0,N,O,836524800.0,836524800.0,838339200.0,COLLECT COD,TRUCK,209.82,20772.18,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
529,Customer#000000529,oGKgweC odpyORKPJ9oxTqzzdlYyFOwXm2F97C,15,25-383-240-7326,9647.58,FURNITURE, deposits after the fluffily special foxes integrate carefully blithely dogged dolphins. enticingly bold d,425027,O,178482.77,812073600.0,4-NOT SPECIFIED,Clerk#000000016,0,35852,859,1,11,19666.35,0.02,0.06,N,O,813024000.0,817862400.0,813888000.0,COLLECT COD,MAIL,393.327,19273.023,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
14693,Customer#000014693,qPAtKWQ R3 t,15,25-921-190-2516,4286.7,HOUSEHOLD,he carefully unusual braids. enticingly ironic deposits boost carefully across the furiously reg,448544,O,193431.3,807321600.0,2-HIGH,Clerk#000000356,0,173054,606,5,30,33811.5,0.1,0.0,N,O,817776000.0,811555200.0,820022400.0,DELIVER IN PERSON,AIR,3381.15,30430.35,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
11599,Customer#000011599, 4yfB6lrXTcc0I,15,25-563-558-7918,6684.63,AUTOMOBILE,he silent packages sleep carefully silent requests-- slyly final foxes believe blithely even pinto beans.,6275,O,224555.86,851385600.0,1-URGENT,Clerk#000000818,0,192915,473,3,27,54213.57,0.0,0.05,N,O,858729600.0,854755200.0,861235200.0,TAKE BACK RETURN,FOB,0.0,54213.57,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
11740,Customer#000011740,"1,0YUej d6G7KSkJk6STpIFtd",15,25-309-900-7121,4736.96,BUILDING,ssly regular accounts around the express accounts,145250,F,157592.75,748224000.0,2-HIGH,Clerk#000000110,0,107962,473,1,28,55158.88,0.04,0.06,A,F,750902400.0,752976000.0,752371200.0,NONE,REG AIR,2206.3552,52952.52479999999,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
5416,Customer#000005416,roHJJ2S09DZUL0nIP5G9Gyf,15,25-574-595-3164,-224.07,BUILDING,y regular foxes. slyly final gifts are fluffily foxes. packages use carefully pending excuses. hock,264837,O,263764.36,858902400.0,3-MEDIUM,Clerk#000000040,0,90511,512,3,17,25525.67,0.07,0.08,N,O,868838400.0,865036800.0,870566400.0,TAKE BACK RETURN,MAIL,1786.7969,23738.8731,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
6034,Customer#000006034,"9C1trxxcizUyNm,rADOUt5UB",15,25-369-506-8757,4765.57,HOUSEHOLD,"ding, even gifts about the regular, final requests sleep fluffily by the carefully silent dolphins. even, s",540935,P,103697.08,798768000.0,3-MEDIUM,Clerk#000000783,0,25488,493,1,29,40990.92,0.06,0.03,N,O,808963200.0,804038400.0,810345600.0,NONE,AIR,2459.4552,38531.4648,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
9112,Customer#000009112,1wK1i05Yw7PbD7vf1Q9cNvl2E4har  Q3Ao4LAiH,15,25-640-358-8039,9266.39,BUILDING,gular accounts about the furiously regular accounts integrate ironic ,192737,F,148349.75,702000000.0,2-HIGH,Clerk#000000996,0,95796,815,1,5,8958.95,0.09,0.04,A,F,705801600.0,707356800.0,705974400.0,DELIVER IN PERSON,FOB,806.3055,8152.644500000001,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
4276,Customer#000004276,MgoVSizqU3ndzGqt68,15,25-898-656-2260,7206.19,FURNITURE,posits haggle furiously carefully final multipl,206979,F,283246.89,697507200.0,4-NOT SPECIFIED,Clerk#000000733,0,83018,543,2,48,48048.48,0.05,0.02,R,F,701049600.0,704937600.0,701913600.0,DELIVER IN PERSON,TRUCK,2402.4240000000004,45646.056,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
682,Customer#000000682,y5J0HJVI6Mb k4rXTAPbxE9aw,15,25-233-924-7389,7420.6,AUTOMOBILE,"he bold, even accounts breach",82915,O,151025.83,841881600.0,1-URGENT,Clerk#000000715,0,177794,312,4,21,39307.59,0.03,0.03,N,O,843436800.0,847756800.0,843955200.0,TAKE BACK RETURN,SHIP,1179.2277,38128.36229999999,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
811,Customer#000000811,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,15,25-575-731-2159,9010.02,BUILDING,kly pending foxes dazzle fluffily after the furiously bold packages. fluffy,347936,O,46484.3,891388800.0,5-LOW,Clerk#000000061,0,97528,38,1,20,30510.4,0.02,0.0,N,O,893894400.0,896140800.0,896227200.0,COLLECT COD,MAIL,610.2080000000001,29900.192,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
14434,Customer#000014434,Xd38L0C05i,15,25-194-693-8752,551.26,HOUSEHOLD,ackages. slyly special theodolites breach furiously abo,561125,F,189901.12,753926400.0,4-NOT SPECIFIED,Clerk#000000015,0,187894,413,1,8,15855.12,0.02,0.08,R,F,756604800.0,757382400.0,757036800.0,TAKE BACK RETURN,SHIP,317.10240000000005,15538.0176,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
14857,Customer#000014857,MBFexsbCmi75EaLNgXEVxKqgsv,15,25-314-333-9599,3069.33,HOUSEHOLD,"the blithely regular escapades; unusual, express dependencie",186211,O,138313.18,841276800.0,3-MEDIUM,Clerk#000000895,0,160985,986,1,21,42965.58,0.0,0.0,N,O,844646400.0,846979200.0,846892800.0,NONE,AIR,0.0,42965.58,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
10381,Customer#000010381,afn8 WhcegXV,15,25-294-314-6077,106.15,FURNITURE,aggle braids. fluffily unusual deposits are furiously across ,197952,F,70518.43,695260800.0,2-HIGH,Clerk#000000781,0,55928,939,1,13,24490.96,0.08,0.04,A,F,705283200.0,700444800.0,705801600.0,TAKE BACK RETURN,RAIL,1959.2768,22531.6832,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
776,Customer#000000776,"rzhIStRHsiWoc6K,7yv3YMqVdrz",15,25-941-650-8313,2669.01,AUTOMOBILE, express accounts. furiously ironic theodolites serve blithely. blithely thin packages are among the eve,228614,F,234587.01,713577600.0,2-HIGH,Clerk#000000991,0,55891,902,4,35,64641.15,0.05,0.02,R,F,719798400.0,718070400.0,721180800.0,TAKE BACK RETURN,AIR,3232.0575000000003,61409.0925,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
3712,Customer#000003712,QZh3LAK9CIQSHK4K5SLarc1jAGf uAOJe0,15,25-520-449-1057,4440.83,MACHINERY,refully quietly express instructions. blithely bold excu,498212,O,237763.23,876614400.0,3-MEDIUM,Clerk#000000542,0,102497,28,4,47,70476.03,0.01,0.01,N,O,884476800.0,879897600.0,885168000.0,DELIVER IN PERSON,AIR,704.7603,69771.2697,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
11422,Customer#000011422,8tFfsym5mlVvsnq9GYX2gbaDnD0d8OGFsgK s7,15,25-860-650-7031,6882.36,HOUSEHOLD,onic deposits cajole according to the fluffily express accounts. req,302594,O,277637.67,805766400.0,1-URGENT,Clerk#000000289,0,62940,459,5,27,51379.38,0.05,0.06,N,O,807235200.0,809654400.0,808358400.0,TAKE BACK RETURN,REG AIR,2568.969,48810.41099999999,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
811,Customer#000000811,Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r,15,25-575-731-2159,9010.02,BUILDING,kly pending foxes dazzle fluffily after the furiously bold packages. fluffy,352804,O,111295.46,817430400.0,3-MEDIUM,Clerk#000000120,0,115697,720,1,1,1712.69,0.02,0.0,N,O,822528000.0,824515200.0,824169600.0,TAKE BACK RETURN,SHIP,34.253800000000005,1678.4362,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
8500,Customer#000008500,YXb7szINjzu7,15,25-504-590-7312,6027.72,AUTOMOBILE,elets poach. furiously final deposits sleep besides the quick,164901,F,40230.23,722304000.0,2-HIGH,Clerk#000000994,0,143390,933,1,27,38701.53,0.01,0.05,A,F,723427200.0,729820800.0,725846400.0,COLLECT COD,FOB,387.0153,38314.5147,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
848,Customer#000000848,a nIm5Bk7 RMqMZ6,15,25-655-714-7125,5685.59,BUILDING,st furiously blithely pending packages. deposits across the ,295270,F,183053.11,731980800.0,3-MEDIUM,Clerk#000000761,0,117727,239,4,2,3489.44,0.1,0.02,A,F,732931200.0,739756800.0,735177600.0,COLLECT COD,REG AIR,348.944,3140.496,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
4417,Customer#000004417,UvCtbF2 KefWMxHdTUYqEejFRQtEvu,15,25-375-681-5819,5295.32,AUTOMOBILE,ongside of the slyly final packages. ironic gifts use. packages against,423109,O,114138.99,820022400.0,2-HIGH,Clerk#000000470,0,142696,239,1,8,13909.52,0.08,0.08,N,O,820195200.0,823132800.0,822355200.0,DELIVER IN PERSON,MAIL,1112.7616,12796.7584,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
856,Customer#000000856,X4U7LH4YtDzephie,15,25-336-316-9641,6988.55,FURNITURE,y bold pinto beans according to the pending foxes ,139266,F,253701.92,784857600.0,4-NOT SPECIFIED,Clerk#000000056,0,12757,261,7,33,55101.75,0.09,0.03,A,F,790732800.0,787622400.0,791942400.0,NONE,FOB,4959.1575,50142.5925,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
7723,Customer#000007723,"aDZ,iNYxnvef osusnkSbQNo5tzCcNnTe",15,25-118-429-8434,1563.9,AUTOMOBILE, special requests integrate furiously. slyly final excuses against the slyly unu,202754,F,135893.32,726364800.0,4-NOT SPECIFIED,Clerk#000000660,0,165694,727,5,33,58069.77,0.02,0.03,A,F,729907200.0,733881600.0,731894400.0,COLLECT COD,AIR,1161.3954,56908.3746,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
8801,Customer#000008801,O2MN8QIjIbJa kC70T,15,25-995-148-3806,1382.57,AUTOMOBILE,"sly special foxes. unusual, busy packages shall have to use above the bold reque",314243,O,187379.32,844992000.0,4-NOT SPECIFIED,Clerk#000000979,0,173437,989,7,27,40781.61,0.1,0.01,N,O,851385600.0,848448000.0,853977600.0,DELIVER IN PERSON,TRUCK,4078.161,36703.449,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
4921,Customer#000004921,G396CPqwPYW5vICQj90q3NNcs5AMGz,15,25-307-459-7559,-460.82,MACHINERY,ironically. furiously final deposits are slyly after the regular sauternes. fluffily even foxes wake. furiously ,515684,O,35704.93,869184000.0,1-URGENT,Clerk#000000555,0,110962,963,2,11,21702.56,0.06,0.04,N,O,879379200.0,876096000.0,879638400.0,NONE,REG AIR,1302.1536,20400.4064,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
2956,Customer#000002956,"cTaJAqxDF,SJqSk2l6dAY5VTilR",15,25-286-818-7068,7048.48,AUTOMOBILE,s about the theodolites sleep furiously quickly regular instructions. f,107779,F,190200.25,786931200.0,1-URGENT,Clerk#000000253,0,75399,414,5,2,2748.78,0.09,0.08,R,F,790473600.0,790992000.0,792115200.0,NONE,MAIL,247.3902,2501.3898000000004,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
9295,Customer#000009295,tttYmvmw3BnJI yFtDznl,15,25-359-583-2250,-436.88,AUTOMOBILE,ffily bold requests affix blithely slyly ironic asymptotes? quick,150625,F,214196.74,702950400.0,3-MEDIUM,Clerk#000000911,0,25967,972,2,30,56788.8,0.04,0.02,R,F,703296000.0,707529600.0,705456000.0,DELIVER IN PERSON,FOB,2271.552,54517.248,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
6688,Customer#000006688,h61o1Amg8a2wnZYMAqd5gJM16PPB,15,25-369-725-3205,9401.81,AUTOMOBILE,fully regular platelets. ironic ideas hagg,151168,O,215861.43,863049600.0,2-HIGH,Clerk#000000279,0,105018,39,5,48,49104.48,0.03,0.03,N,O,867110400.0,868752000.0,869616000.0,TAKE BACK RETURN,SHIP,1473.1344,47631.3456,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
4991,Customer#000004991,4zNrcF5kSlRZlXL1TELRFWP4zhnt,15,25-393-465-1778,-640.28,MACHINERY,nusual requests. final deposits solve f,445254,O,180657.37,871862400.0,1-URGENT,Clerk#000000349,0,117820,332,3,50,91891.0,0.08,0.04,N,O,881884800.0,878688000.0,882230400.0,NONE,FOB,7351.28,84539.72,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
3973,Customer#000003973,"Cml3idVwsEmVh6, AL9auymR893PoU",15,25-607-894-7476,7358.97,BUILDING,odolites. regular excuses cajole slyly after the quickly express foxes; quickly final warhorses haggle furio,276641,F,136833.52,792979200.0,2-HIGH,Clerk#000000775,0,62745,264,1,44,75140.56,0.05,0.02,R,F,799027200.0,796867200.0,800150400.0,COLLECT COD,FOB,3757.028,71383.53199999999,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
10328,Customer#000010328,ppkVXBFl2SNe 77uPxWjTnoJQLqz2C,15,25-489-567-5248,5480.61,BUILDING,nding tithes haggle blithely. deposits are special platelets. acc,545318,F,87704.69,717724800.0,1-URGENT,Clerk#000000476,0,190263,264,1,50,67663.0,0.08,0.04,A,F,726624000.0,720403200.0,728438400.0,TAKE BACK RETURN,REG AIR,5413.04,62249.96,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
13831,Customer#000013831,"uGIufsHJIaL,l1K8LlS9xidMz",15,25-873-881-3536,-605.63,HOUSEHOLD,out the final accounts. furiously unusual accounts nag blithely aga,500196,F,115546.12,773366400.0,5-LOW,Clerk#000000233,0,17637,139,4,2,3109.26,0.08,0.07,R,F,774835200.0,776736000.0,776563200.0,COLLECT COD,REG AIR,248.74080000000004,2860.5192,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
11503,Customer#000011503,VGryxSdBkpSj,15,25-396-906-2850,6585.5,AUTOMOBILE,"riously. ironic, ironic dependencie",454625,P,127343.94,798422400.0,4-NOT SPECIFIED,Clerk#000000413,0,70943,944,2,44,84213.36,0.04,0.01,N,O,805939200.0,802569600.0,807926400.0,COLLECT COD,AIR,3368.5344,80844.8256,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
13876,Customer#000013876,3 0AFUzURsm2Y,15,25-553-393-9529,8751.12,BUILDING," the express, even ideas thrash slyly regular accounts. fluffily fina",49280,P,219519.05,799200000.0,4-NOT SPECIFIED,Clerk#000000371,0,100367,368,6,12,16408.32,0.03,0.07,N,O,805680000.0,803433600.0,806716800.0,COLLECT COD,TRUCK,492.2496,15916.0704,0,AFRICA,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to 
